gene,uniprot,text_call,confidence,text_dead_final,rationale_pass2,func_excerpt
MMP27,Q9H306,active,high,False,,"Matrix metalloproteinases degrade protein components of the extracellular matrix such as fibronectin, laminin, gelatins "
MMP20,O60882,active,high,False,,"Degrades amelogenin, the major protein component of the enamel matrix and two of the macromolecules characterizing the c"
MMP2,P08253,active,high,False,,"Ubiquitinous metalloproteinase that is involved in diverse functions such as remodeling of the vasculature, angiogenesis"
MMP24,Q9Y5R2,active,high,False,,Metalloprotease that mediates cleavage of N-cadherin (CDH2) and acts as a regulator of neuro-immune interactions and neu
MMP15,P51511,active,high,False,,Endopeptidase that degrades various components of the extracellular matrix. May activate progelatinase A..
MMP16,P51512,active,high,False,,"Endopeptidase that degrades various components of the extracellular matrix, such as collagen type III and fibronectin. A"
MMP14,P50281,active,high,False,,Endopeptidase that degrades various components of the extracellular matrix such as collagen. Essential for pericellular 
MMP17,Q9ULZ9,active,high,False,,"Endopeptidase that degrades various components of the extracellular matrix, such as fibrin. May be involved in the activ"
MMP25,Q9NPA2,ambiguous,low,False,,May activate progelatinase A.
MMP9,P14780,active,high,False,,Matrix metalloproteinase that plays an essential role in local proteolysis of the extracellular matrix and in leukocyte 
MMP19,Q99542,active,high,False,,"Endopeptidase that degrades various components of the extracellular matrix, such as aggrecan and cartilage oligomeric ma"
MMP11,P24347,ambiguous,low,False,,May play an important role in the progression of epithelial malignancies.
MMP28,Q9H239,active,high,False,,Can degrade casein. Could play a role in tissues homeostasis and repair.
MMP7,P09237,active,high,False,,"Degrades casein, gelatins of types I, III, IV, and V, and fibronectin. Activates procollagenase.."
MMP21,Q8N119,active,high,False,,Plays a specialized role in the generation of left-right asymmetry during embryogenesis. May act as a negative regulator
MMP26,Q9NRE1,active,high,False,,"May hydrolyze collagen type IV, fibronectin, fibrinogen, beta-casein, type I gelatin and alpha-1 proteinase inhibitor. I"
MMP23B,O75900,ambiguous,low,False,,Protease. May regulate the surface expression of some potassium channels by retaining them in the endoplasmic reticulum 
ECH1,Q13011,active,high,False,,"Auxiliary enzyme in the beta-oxidation of mono- and polyunsaturated fatty acids. Together with the 2,4-dienoyl-CoA reduc"
ECHS1,P30084,active,high,False,,Converts unsaturated trans-2-enoyl-CoA species ((2E)-enoyl-CoA) to the corresponding (3S)-3hydroxyacyl-CoA species throu
AUH,Q13825,active,high,False,,"Catalyzes the fifth step in the leucine degradation pathway, the reversible hydration of 3-methylglutaconyl-CoA (3-MG-Co"
CDYL,Q9Y232,inactive,high,False,"Describes chromatin reader/binding function, no statement of lost catalytic activity","[Isoform 2]: Chromatin reader protein that recognizes and binds histone H3 trimethylated at 'Lys-9', dimethylated at 'Ly"
CDY1,Q9Y6F8,active,high,False,,"Has histone acetyltransferase activity, with a preference for histone H4.."
CDY2A,Q9Y6F7,ambiguous,high,False,,May have histone acetyltransferase activity..
ECHDC1,Q9NTX5,active,high,False,,"Decarboxylates ethylmalonyl-CoA, a potentially toxic metabolite, to form butyryl-CoA, suggesting it might be involved in"
ECI2,O75521,active,high,False,,Able to isomerize both 3-cis and 3-trans double bonds into the 2-trans form in a range of enoyl-CoA species. Has a prefe
EHHADH,Q08426,active,high,False,,"Peroxisomal trifunctional enzyme possessing 2-enoyl-CoA hydratase, 3-hydroxyacyl-CoA dehydrogenase, and delta 3, delta 2"
ECHDC3,Q96DC8,ambiguous,high,False,,May play a role in fatty acid biosynthesis and insulin sensitivity..
HIBCH,Q6NVY1,active,high,False,,"Hydrolyzes 3-hydroxyisobutyryl-CoA (HIBYL-CoA), a saline catabolite. Has high activity toward isobutyryl-CoA. Could be a"
HADHA,P40939,active,high,False,,Mitochondrial trifunctional enzyme catalyzes the last three of the four reactions of the mitochondrial beta-oxidation pa
ECI1,P42126,active,high,False,,"Auxiliary enzyme in the beta-oxidation of mono- and polyunsaturated fatty acids. Together with the 2,4-dienoyl-CoA reduc"
PLA2G4A,P47712,active,high,False,,"Has primarily calcium-dependent phospholipase and lysophospholipase activities, with a major role in membrane lipid remo"
PLA2G4E,Q3MJ16,active,high,False,,Calcium-dependent N-acyltransferase involved in the biosynthesis of N-acyl ethanolamines (NAEs) in the brain. Transfers 
PLA2G4D,Q86XP0,active,high,False,,Calcium-dependent phospholipase A2 that selectively hydrolyzes glycerophospholipids in the sn-2 position. Has a preferen
PLA2G4F,Q68DD2,active,high,False,,Has calcium-dependent phospholipase and lysophospholipase activities with a potential role in membrane lipid remodeling 
PLA2G4B,P0C869,ambiguous,med,False,,Calcium-dependent phospholipase A1 and A2 and lysophospholipase that may play a role in membrane phospholipid remodeling
PLA2G4C,Q9UP65,active,high,False,,"Calcium-independent phospholipase, lysophospholipase and O-acyltransferase involved in phospholipid remodeling with impl"
TYMS,P04818,active,high,False,,"Catalyzes the reductive methylation of 2'-deoxyuridine 5'-monophosphate (dUMP) to thymidine 5'-monophosphate (dTMP), usi"
ENOSF1,Q7L5Y1,active,high,False,,"Plays a role in the catabolism of L-fucose, a sugar that is part of the carbohydrates that are attached to cellular glyc"
CCT3,P49368,active,high,False,,"Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of actin"
CCT7,Q99832,active,high,False,,"Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of actin"
CCT5,P48643,active,high,False,,"Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of actin"
CCT6A,P40227,active,high,False,,"Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of actin"
CCT6B,Q92526,ambiguous,med,False,,"Could function as a component of a tissue-specific chaperonin-containing T-complex (TRiC), a molecular chaperone complex"
CCT2,P78371,active,high,False,,"Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of actin"
TCP1,P17987,active,high,False,,"Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of actin"
CCT4,P50991,active,high,False,,"Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of actin"
CCT8,P50990,active,high,False,,"Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of actin"
CCT8L1P,A6NM43,active,high,False,,Possible molecular chaperone; assists the folding of proteins upon ATP hydrolysis..
CCT8L2,Q96SF2,active,high,False,,Possible molecular chaperone; assists the folding of proteins upon ATP hydrolysis..
HSPD1,P10809,ambiguous,med,False,,"Chaperonin implicated in mitochondrial protein import and macromolecular assembly. Together with Hsp10, facilitates the "
MKKS,Q9NPJ1,active,high,False,,Probable molecular chaperone that assists the folding of proteins upon ATP hydrolysis. Plays a role in the assembly of B
BBS10,Q8TAM1,active,high,False,,Probable molecular chaperone that assists the folding of proteins upon ATP hydrolysis. Plays a role in the assembly of B
BBS12,Q6ZW61,active,high,False,,"Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of prote"
OAT,P04181,active,high,False,,Catalyzes the reversible interconversion of L-ornithine and 2-oxoglutarate to L-glutamate semialdehyde and L-glutamate..
PHYKPL,Q8IUZ5,active,high,False,,"Catalyzes the pyridoxal-phosphate-dependent breakdown of 5-phosphohydroxy-L-lysine, converting it to ammonia, inorganic "
ETNPPL,Q8TBG4,active,high,False,,"Catalyzes the pyridoxal-phosphate-dependent breakdown of phosphoethanolamine, converting it to ammonia, inorganic phosph"
AGXT2,Q9BYV1,active,high,False,,Multifunctional aminotransferase with a broad substrate specificity. Catalyzes the conversion of glyoxylate to glycine u
ABAT,P80404,active,high,False,,Catalyzes the conversion of gamma-aminobutyrate and L-beta-aminoisobutyrate to succinate semialdehyde and methylmalonate
PCCA,P05165,active,high,False,,"This is one of the 2 subunits of the biotin-dependent propionyl-CoA carboxylase (PCC), a mitochondrial enzyme involved i"
MCCC1,Q96RQ3,active,high,False,,"Biotin-attachment subunit of the 3-methylcrotonyl-CoA carboxylase, an enzyme that catalyzes the conversion of 3-methylcr"
PC,P11498,active,high,False,,"Pyruvate carboxylase catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached b"
ACACA,Q13085,active,high,False,,"Cytosolic enzyme that catalyzes the carboxylation of acetyl-CoA to malonyl-CoA, the first and rate-limiting step of de n"
ACACB,O00763,active,high,False,,Mitochondrial enzyme that catalyzes the carboxylation of acetyl-CoA to malonyl-CoA and plays a central role in fatty aci
CAD,P27708,active,high,False,,Multifunctional protein that encodes the first 3 enzymatic activities of the de novo pyrimidine pathway: carbamoylphosph
CPS1,P31327,active,high,False,,Involved in the urea cycle of ureotelic animals where the enzyme plays an important role in removing excess ammonia from
RIMKLA,Q8IXN7,active,high,False,,Catalyzes the synthesis of N-acetyl-L-aspartyl-L-glutamate (NAAG) and N-acetyl-L-aspartyl-L-glutamyl-L-glutamate..
HYAL1,Q12794,ambiguous,high,False,,May have a role in promoting tumor progression. May block the TGFB1-enhanced cell growth..
HYAL2,Q12891,active,high,False,,Catalyzes hyaluronan degradation into small fragments that are endocytosed and degraded in lysosomes by HYAL1 and exogly
HYAL3,O43820,active,high,False,,Facilitates sperm penetration into the layer of cumulus cells surrounding the egg by digesting hyaluronic acid. Involved
HYAL4,Q2M3T9,active,high,False,,Endo-hyaluronidase that degrades hyaluronan to smaller oligosaccharide fragments. Also has chondroitin sulfate hydrolase
SPAM1,P38567,active,high,False,,Involved in sperm-egg adhesion. Upon fertilization sperm must first penetrate a layer of cumulus cells that surrounds th
INSR,P06213,active,high,False,,Receptor tyrosine kinase which mediates the pleiotropic actions of insulin. Binding of insulin leads to phosphorylation 
IGF1R,P08069,active,high,False,,Receptor tyrosine kinase which mediates actions of insulin-like growth factor 1 (IGF1). Binds IGF1 with high affinity an
TTN,Q8WZ42,inactive,med,False,,Key component in the assembly and functioning of vertebrate striated muscles. By providing connections at the level of i
INSRR,P14616,active,high,False,,Receptor with tyrosine-protein kinase activity. Functions as a pH sensing receptor which is activated by increased extra
EGFR,P00533,active,high,False,,Receptor tyrosine kinase binding ligands of the EGF family and activating several signaling cascades to convert extracel
ERBB4,Q15303,active,high,False,,Tyrosine-protein kinase that plays an essential role as cell surface receptor for neuregulins and EGF family members and
ERBB2,P04626,active,high,False,,"Protein tyrosine kinase that is part of several cell surface receptor complexes, but that apparently needs a coreceptor "
ERBB3,P21860,active,high,False,,Tyrosine-protein kinase that plays an essential role as cell surface receptor for neuregulins. Binds to neuregulin-1 (NR
EPHB1,P54762,active,high,False,,"Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, lea"
EPHA3,P29320,active,high,False,,"Receptor tyrosine kinase which binds promiscuously membrane-bound ephrin family ligands residing on adjacent cells, lead"
EPHB2,P29323,active,high,False,,"Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, lea"
EPHA5,P54756,active,high,False,,"Receptor tyrosine kinase which binds promiscuously GPI-anchored ephrin-A family ligands residing on adjacent cells, lead"
EPHA7,Q15375,active,high,False,,"Receptor tyrosine kinase which binds promiscuously GPI-anchored ephrin-A family ligands residing on adjacent cells, lead"
EPHA4,P54764,active,high,False,,"Receptor tyrosine kinase which binds membrane-bound ephrin family ligands residing on adjacent cells, leading to contact"
EPHB3,P54753,active,high,False,,"Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, lea"
EPHA6,Q9UF33,active,high,False,,"Receptor tyrosine kinase which binds promiscuously GPI-anchored ephrin-A family ligands residing on adjacent cells, lead"
EPHA2,P29317,active,high,False,,"Receptor tyrosine kinase which binds promiscuously membrane-bound ephrin-A family ligands residing on adjacent cells, le"
EPHB4,P54760,active,high,False,,"Receptor tyrosine kinase which binds promiscuously to transmembrane ephrin-B family ligands residing on adjacent cells, "
ROS1,P08922,active,high,False,,Receptor tyrosine kinase (RTK) that plays a role in epithelial cell differentiation and regionalization of the proximal 
