target_acc,gene,home_family_name,mr_top_class,expected_cofactor,experimental_channel,channel_note,cofactor_predicted,cofactor_observed,n_cof_observed,cofactor_concordance,override_pos,metabolite_relevance
P78329,CYP4F2,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2352
P08686,CYP21A2,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.34159999999999996
P98187,CYP4F8,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2352
Q6VVX0,CYP2R1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.3248
Q02928,CYP4A11,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.22400000000000003
P24903,CYP2F1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2632
P20813,CYP2B6,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.31360000000000005
P05108,CYP11A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2968
P10635,CYP2D6,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2968
Q86W10,CYP4Z1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.27999999999999997
Q07973,CYP24A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.31360000000000005
Q8TAV3,CYP2W1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.31360000000000005
Q6NT55,CYP4F22,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2352
Q5TCH4,CYP4A22,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.22400000000000003
Q96SQ9,CYP2S1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.31360000000000005
P51589,CYP2J2,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.34159999999999996
O43174,CYP26A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2968
P13584,CYP4B1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,True,0.336
Q7Z449,CYP2U1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.3584
Q8N118,CYP4X1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2632
P19099,CYP11B2,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2968
P15538,CYP11B1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2968
Q9Y6A2,CYP46A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.27999999999999997
P04798,CYP1A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.3248
P05093,CYP17A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.3248
A0A087X1C5,CYP2D7,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2968
Q16850,CYP51A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2968
P05177,CYP1A2,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.34159999999999996
Q16678,CYP1B1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2464
P11511,CYP19A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.27999999999999997
Q9NYL5,CYP39A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.21840000000000004
O75881,CYP7B1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2632
Q6UW02,CYP20A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,True,0.19114666666666674
P22680,CYP7A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.27999999999999997
Q9UNU6,CYP8B1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.2464
Q8N1L4,CYP4Z2P,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,True,0.27999999999999997
Q16647,PTGIS,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),heme,not_applicable,no defined small-molecule cofactor,heme,,0,predicted_not_observed,False,0.21840000000000004
P17050,NAGA,alpha-galactosidase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.25515000000000004
P06280,GLA,alpha-galactosidase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;MeB12;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;biotin;folinic_acid,11,no_prediction,False,0.2457
Q9HAC7,SUGCT,L-carnitine CoA-transferase,acyl-CoA / CoA,CoA,measurable,in PISA/PELSA panel,CoA,,0,predicted_not_observed,False,0.2457
Q9UHK6,AMACR,L-carnitine CoA-transferase,acyl-CoA / CoA,CoA,measurable,in PISA/PELSA panel,CoA,,0,predicted_not_observed,False,0.2457
Q16762,TST,thiosulfate sulfurtransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;THF;TPP;ascorbic_acid;folinic_acid,11,no_prediction,False,0.315
P25325,MPST,thiosulfate sulfurtransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,no_prediction,False,0.26144999999999996
Q8NFU3,TSTD1,thiosulfate sulfurtransferase (prokaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.1134
P49441,INPP1,"inositol-1,4-bisphosphate 1-phosphatase",metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,FMN;PQQ;THF;ascorbic_acid;folinic_acid,5,no_prediction,False,0.13999999999999999
O95861,BPNT1,inositol-phosphate phosphatase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,11,no_prediction,False,0.22995
Q9NX62,BPNT2,inositol-phosphate phosphatase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;TPP,3,no_prediction,True,0.20475000000000002
O14732,IMPA2,inositol-phosphate phosphatase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;folinic_acid,3,no_prediction,False,0.24885000000000002
P26358,DNMT1,DNA (cytosine-5-)-methyltransferase (HhaI),methyl-donor(SAM/SAH),SAM,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",SAM,FAD;FMN;NADP;PLP;PQQ;TPP,6,predicted_not_measurable,False,0.4105499999999999
O14717,TRDMT1,DNA (cytosine-5-)-methyltransferase (HhaI),methyl-donor(SAM/SAH),SAM,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",SAM,CoA;FMN;PQQ,3,predicted_not_measurable,False,0.3213
Q9Y6K1,DNMT3A,DNA (cytosine-5-)-methyltransferase (HhaI),methyl-donor(SAM/SAH),SAM,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",SAM,CoA;FMN;NADH;NADPH;ascorbic_acid;folinic_acid,6,predicted_not_measurable,False,0.3510499999999999
Q9UBC3,DNMT3B,DNA (cytosine-5-)-methyltransferase (HhaI),methyl-donor(SAM/SAH),SAM,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",SAM,FMN,1,predicted_not_measurable,False,0.33914999999999995
P08254,MMP3,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.315
P09238,MMP10,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.2709
P03956,MMP1,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.23625
P45452,MMP13,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN,2,no_prediction,False,0.252
P22894,MMP8,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,folinic_acid,1,no_prediction,False,0.2331
P39900,MMP12,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.2394
Q9H306,MMP27,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.2331
O60882,MMP20,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.2331
P08253,MMP2,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.21735
Q9Y5R2,MMP24,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.2268
P51511,MMP15,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.22995
P51512,MMP16,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.2268
P50281,MMP14,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.22049999999999997
Q9ULZ9,MMP17,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.22365
Q9NPA2,MMP25,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.21735
P14780,MMP9,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.2268
Q99542,MMP19,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.19845000000000002
P24347,MMP11,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.20790000000000003
Q9H239,MMP28,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.22995
P09237,MMP7,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.252
Q8N119,MMP21,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.20475000000000002
Q9NRE1,MMP26,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.22365
O75900,MMP23B,stromelysin 1,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.20790000000000003
Q13011,ECH1,"delta(3,5)-delta(2,4)-dienoyl-CoA isomerase",metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,CoA,CoA;FAD;FMN;MeB12;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,11,predicted_not_measurable,False,0.0
P30084,ECHS1,enoyl-CoA hydratase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,CoA,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;biotin;folinic_acid,13,observed_concordant,False,0.2961
Q86YB7,ECHDC2,methylglutaconyl-CoA hydratase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q13825,AUH,methylglutaconyl-CoA hydratase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,CoA,CoA;FAD;FMN;PLP;THF;TPP;ascorbic_acid;folinic_acid,8,observed_concordant,False,0.0
Q9Y232,CDYL,histone acetyltransferase (crotonase type),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,CoA,CoA;FAD;FMN;MeB12;ascorbic_acid;biotin,6,observed_concordant,False,0.0
Q9Y6F8,CDY1,histone acetyltransferase (crotonase type),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q9Y6F7,CDY2A,histone acetyltransferase (crotonase type),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q9NTX5,ECHDC1,histone acetyltransferase (crotonase type),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,CoA,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,12,observed_concordant,False,0.0
O75521,ECI2,enoyl-CoA hydratase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,CoA,CoA;FAD;FMN;MeB12;NADH;NADPH;PQQ;ascorbic_acid;folinic_acid,9,observed_concordant,False,0.126
Q8N8U2,CDYL2,3-hydroxyisobutyryl-CoA hydrolase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.17960000000000004
Q08426,EHHADH,"3,2-trans-enoyl-CoA isomerase (mitochondrial)",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q96DC8,ECHDC3,"3,2-trans-enoyl-CoA isomerase (mitochondrial)",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.0
Q6NVY1,HIBCH,3-hydroxyisobutyryl-CoA hydrolase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,CoA,CoA;FAD;FMN;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,observed_concordant,False,0.315
P40939,HADHA,methylglutaconyl-CoA hydratase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,CoA;NAD,CoA;FAD;FMN;MeB12;NADH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,11,observed_concordant,False,0.0
P42126,ECI1,"3,2-trans-enoyl-CoA isomerase (mitochondrial)",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,CoA,CoA;FAD;FMN;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,observed_concordant,False,0.0
P47712,PLA2G4A,phospholipase A2 (group group IVA),metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,CoA;FAD;FMN;PLP;ascorbic_acid;folinic_acid,6,no_prediction,False,0.13999999999999999
Q3MJ16,PLA2G4E,phospholipase A2 (group group IVA),metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.0
Q86XP0,PLA2G4D,phospholipase A2 (group group IVA),metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.0
Q68DD2,PLA2G4F,phospholipase A2 (group group IVA),metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.06999999999999999
P0C869,PLA2G4B,phospholipase A2 (group group IVA),metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.0938
Q9UP65,PLA2G4C,phospholipase A2 (group group IVA),metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.0
P04818,TYMS,thymidylate synthase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,THF;folinic_acid,CoA;FAD;FMN;NADH;NADPH,5,observed_other,False,0.30555
Q7L5Y1,ENOSF1,L-fuconate dehydratase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;THF;folinic_acid,5,no_prediction,False,0.315
P49368,CCT3,chaperonin ATPase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADH;NADP;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,13,predicted_not_measurable,False,0.42244999999999994
Q99832,CCT7,chaperonin ATPase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;biotin;folinic_acid,13,predicted_not_measurable,False,0.45814999999999995
P48643,CCT5,chaperonin ATPase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,12,predicted_not_measurable,False,0.42244999999999994
P40227,CCT6A,chaperonin ATPase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NAD;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;biotin;folinic_acid,14,predicted_not_measurable,False,0.357
Q92526,CCT6B,chaperonin ATPase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FMN;MeB12;PLP;THF,5,predicted_not_measurable,False,0.357
P78371,CCT2,chaperonin ATPase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,12,predicted_not_measurable,False,0.4462499999999999
P17987,TCP1,chaperonin ATPase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADH;NADP;NADPH;PLP;THF;TPP;ascorbic_acid;biotin;folinic_acid,13,predicted_not_measurable,False,0.4462499999999999
